Date,Category,Amount,Type
06/09/2017 00:00:00,family,5000,Expense
06/10/2017 00:00:00,health,4680,Expense
06/11/2017 00:00:00,food,390,Expense
06/12/2017 00:00:00,food,1250,Expense
06/13/2017 20:06:00,food,640,Expense
06/15/2017 19:01:00,education,290,Expense
06/15/2017 19:01:00,other,500,Expense
06/16/2017 19:03:00,food,640,Expense
06/16/2017 23:18:00,gift,1370,Expense
06/17/2017 10:25:00,food,640,Expense
06/18/2017 20:01:00,transportation,150,Expense
06/18/2017 20:01:00,transportation,120,Expense
06/19/2017 10:19:00,food,640,Expense
06/19/2017 10:19:00,food,180,Expense
06/19/2017 10:19:00,food,800,Expense
06/19/2017 10:19:00,food,600,Expense
06/19/2017 10:19:00,food,1410,Expense
06/20/2017 21:08:00,gift,2500,Expense
06/22/2017 23:02:00,transportation,300,Expense
06/22/2017 23:03:00,transportation,200,Expense
06/22/2017 23:04:00,food,2610,Expense
06/22/2017 23:05:00,gift,15950,Expense
06/22/2017 23:26:00,food,640,Expense
06/23/2017 09:52:00,food,350,Expense
06/23/2017 09:52:00,other,5900,Expense
06/24/2017 09:11:00,food,640,Expense
06/25/2017 13:38:00,transportation,100,Expense
06/26/2017 11:38:00,food,640,Expense
06/26/2017 11:38:00,food,200,Expense
06/26/2017 11:38:00,food,240,Expense
06/27/2017 09:32:00,health,120,Expense
06/27/2017 10:00:00,fixed deposit,2000000,Expense
06/27/2017 10:04:00,recurring deposit,10000,Expense
06/28/2017 09:18:00,maid,20000,Expense
06/28/2017 09:41:00,family,15000,Expense
06/28/2017 10:19:00,food,150,Expense
06/28/2017 13:34:00,food,1865,Expense
06/28/2017 22:50:00,transportation,300,Expense
06/28/2017 22:51:00,transportation,300,Expense
06/29/2017 07:48:00,transportation,500,Expense
06/29/2017 19:49:00,beauty,600,Expense
06/30/2017 07:57:00,interest,8700,Expense
06/30/2017 07:57:00,salary,569570,Expense
06/30/2017 08:43:00,gift,48000,Expense
07/01/2017 00:00:00,food,1750,Expense
07/01/2017 00:00:00,transportation,500,Expense
07/01/2017 00:00:00,equity mutual fund e,10000,Expense
07/02/2017 00:00:00,equity mutual fund e,10000,Expense
07/03/2017 00:00:00,food,1050,Expense
07/03/2017 00:00:00,subscription,27001,Expense
07/03/2017 00:00:00,equity mutual fund e,10000,Expense
07/03/2017 00:00:00,food,620,Expense
07/03/2017 00:00:00,food,200,Expense
07/03/2017 00:00:00,food,1900,Expense
07/04/2017 00:00:00,equity mutual fund e,10000,Expense
07/05/2017 00:00:00,food,300,Expense
07/05/2017 00:00:00,equity mutual fund e,10000,Expense
07/05/2017 00:00:00,food,450,Expense
07/05/2017 00:00:00,subscription,2960,Expense
07/05/2017 00:00:00,food,980,Expense
07/06/2017 00:00:00,equity mutual fund e,10000,Expense
07/06/2017 00:00:00,household,260,Expense
07/07/2017 00:00:00,equity mutual fund e,10000,Expense
07/08/2017 00:00:00,family,50000,Expense
07/08/2017 00:00:00,equity mutual fund e,10000,Expense
07/08/2017 00:00:00,food,330,Expense
07/08/2017 00:00:00,gpay reward,60,Expense
07/09/2017 00:00:00,equity mutual fund e,10000,Expense
07/10/2017 00:00:00,equity mutual fund e,10000,Expense
07/11/2017 00:00:00,equity mutual fund e,10000,Expense
07/11/2017 00:00:00,food,700,Expense
07/12/2017 00:00:00,equity mutual fund e,10000,Expense
07/12/2017 00:00:00,food,690,Expense
07/14/2017 20:01:00,food,150,Expense
07/15/2017 13:07:00,food,320,Expense
07/15/2017 19:01:00,food,250,Expense
07/17/2017 12:58:00,transportation,400,Expense
07/17/2017 16:21:00,food,5400,Expense
07/17/2017 16:53:00,food,600,Expense
07/17/2017 22:16:00,apparel,630,Expense
07/17/2017 22:16:00,transportation,300,Expense
07/18/2017 20:55:00,food,550,Expense
07/18/2017 20:58:00,other,250,Expense
07/18/2017 20:58:00,household,5400,Expense
07/18/2017 20:59:00,household,2400,Expense
07/18/2017 21:00:00,food,350,Expense
07/18/2017 21:02:00,food,430,Expense
07/18/2017 21:44:00,food,700,Expense
07/18/2017 21:44:00,food,200,Expense
07/19/2017 08:44:00,food,320,Expense
07/19/2017 08:44:00,food,220,Expense
07/20/2017 12:03:00,food,320,Expense
07/20/2017 15:14:00,subscription,25450,Expense
07/20/2017 19:31:00,food,500,Expense
07/20/2017 19:32:00,food,880,Expense
07/21/2017 08:46:00,food,330,Expense
07/21/2017 13:16:00,other,10000,Expense
07/21/2017 13:36:00,equity mutual fund c,10000,Expense
07/22/2017 14:55:00,food,640,Expense
07/23/2017 12:30:00,food,520,Expense
07/23/2017 15:57:00,household,20650,Expense
07/23/2017 16:02:00,household,2000,Expense
07/24/2017 10:03:00,food,640,Expense
07/24/2017 10:04:00,food,220,Expense
07/24/2017 21:52:00,food,2480,Expense
07/25/2017 19:31:00,tourism,200000,Expense
07/26/2017 19:31:00,tax refund,193500,Expense
07/27/2017 05:39:00,maturity amount,403260,Expense
07/27/2017 05:40:00,maturity amount,403260,Expense
07/27/2017 06:05:00,household,2000,Expense
07/27/2017 20:05:00,food,2030,Expense
07/27/2017 20:33:00,food,2150,Expense
07/28/2017 11:30:00,transportation,300,Expense
07/28/2017 11:31:00,transportation,200,Expense
07/28/2017 11:31:00,health,30500,Expense
07/28/2017 15:25:00,health,1670,Expense
07/28/2017 16:20:00,transportation,300,Expense
07/29/2017 09:48:00,transportation,970,Expense
07/29/2017 13:30:00,health,5560,Expense
07/29/2017 13:30:00,food,640,Expense
07/30/2017 07:48:00,salary,615780,Expense
07/30/2017 14:19:00,transportation,200,Expense
07/30/2017 14:20:00,food,1000,Expense
07/30/2017 15:36:00,household,30000,Expense
07/30/2017 15:38:00,household,10000,Expense
07/30/2017 21:33:00,gpay reward,60,Expense
07/30/2017 21:33:00,food,200,Expense
07/30/2017 21:33:00,transportation,8950,Expense
07/31/2017 09:51:00,food,220,Expense
07/31/2017 12:12:00,transportation,650,Expense
07/31/2017 21:14:00,food,1000,Expense
08/01/2017 00:00:00,transportation,500,Expense
08/01/2017 00:00:00,subscription,1490,Expense
08/02/2017 00:00:00,gift,14990,Expense
08/03/2017 00:00:00,food,1500,Expense
08/05/2017 00:00:00,food,1910,Expense
08/05/2017 00:00:00,food,350,Expense
08/06/2017 00:00:00,food,640,Expense
08/06/2017 00:00:00,transportation,300,Expense
08/06/2017 00:00:00,culture,7600,Expense
08/06/2017 00:00:00,food,350,Expense
08/07/2017 00:00:00,food,300,Expense
08/07/2017 00:00:00,food,260,Expense
08/07/2017 00:00:00,food,640,Expense
08/08/2017 00:00:00,tourism,430000,Expense
08/08/2017 00:00:00,food,660,Expense
08/09/2017 00:00:00,transportation,14400,Expense
08/09/2017 00:00:00,food,1960,Expense
08/10/2017 00:00:00,family,31980,Expense
08/10/2017 00:00:00,gift,65000,Expense
08/11/2017 00:00:00,food,1300,Expense
08/11/2017 00:00:00,gpay reward,60,Expense
08/11/2017 00:00:00,household,5390,Expense
08/12/2017 00:00:00,food,4080,Expense
08/14/2017 11:44:00,household,1120,Expense
08/14/2017 20:03:00,household,3200,Expense
08/15/2017 12:51:00,food,990,Expense
08/15/2017 19:36:00,household,14000,Expense
08/17/2017 19:36:00,food,450,Expense
08/17/2017 19:38:00,household,880,Expense
08/17/2017 23:22:00,maid,10200,Expense
08/18/2017 15:33:00,family,1000,Expense
08/19/2017 11:48:00,subscription,2170,Expense
08/19/2017 11:49:00,household,450,Expense
08/19/2017 11:49:00,household,200,Expense
08/19/2017 11:50:00,household,600,Expense
08/20/2017 00:07:00,household,5690,Expense
08/20/2017 00:08:00,other,2390,Expense
08/20/2017 09:37:00,apparel,480,Expense
08/20/2017 20:57:00,transportation,300,Expense
08/20/2017 20:57:00,transportation,600,Expense
08/20/2017 20:58:00,transportation,250,Expense
08/20/2017 20:58:00,transportation,3610,Expense
08/20/2017 20:59:00,transportation,600,Expense
08/20/2017 21:00:00,food,5040,Expense
08/20/2017 21:01:00,food,1660,Expense
08/21/2017 11:52:00,education,270,Expense
08/21/2017 11:58:00,beauty,800,Expense
08/21/2017 11:59:00,food,330,Expense
08/21/2017 18:02:00,beauty,500,Expense
08/21/2017 18:02:00,household,2800,Expense
08/22/2017 00:00:00,equity mutual fund c,10000,Expense
08/22/2017 00:00:00,life insurance,110430,Expense
08/22/2017 16:11:00,household,3000,Expense
08/22/2017 16:11:00,family,50000,Expense
08/23/2017 14:07:00,transportation,8500,Expense
08/23/2017 14:08:00,food,3000,Expense
08/24/2017 16:09:00,apparel,52000,Expense
08/24/2017 16:09:00,household,30000,Expense
08/24/2017 22:31:00,transportation,400,Expense
08/24/2017 22:31:00,food,3250,Expense
08/25/2017 05:51:00,health,390,Expense
08/26/2017 07:46:00,maturity amount,617540,Expense
08/26/2017 22:17:00,food,50,Expense
08/27/2017 04:44:00,health,590,Expense
08/27/2017 04:44:00,tourism,1000,Expense
08/27/2017 04:44:00,transportation,2000,Expense
08/28/2017 12:06:00,tourism,2000,Expense
08/28/2017 12:06:00,food,200,Expense
08/29/2017 12:03:00,transportation,6400,Expense
08/30/2017 18:55:00,salary,615780,Expense
08/30/2017 21:59:00,health,220,Expense
08/31/2017 06:56:00,food,990,Expense
08/31/2017 06:56:00,gpay reward,140,Expense
08/31/2017 06:56:00,gpay reward,50,Expense
08/31/2017 10:21:00,household,250,Expense
08/31/2017 10:22:00,household,50,Expense
08/31/2017 10:22:00,household,100,Expense
08/31/2017 10:23:00,household,600,Expense
08/31/2017 16:31:00,other,177,Expense
09/01/2017 00:00:00,beauty,800,Expense
09/01/2017 00:00:00,food,990,Expense
09/03/2017 00:00:00,food,1000,Expense
09/05/2017 00:00:00,food,100,Expense
09/05/2017 00:00:00,food,400,Expense
09/05/2017 00:00:00,food,200,Expense
09/05/2017 00:00:00,food,450,Expense
09/07/2017 00:00:00,food,200,Expense
09/07/2017 00:00:00,transportation,300,Expense
09/07/2017 00:00:00,household,29230,Expense
09/07/2017 00:00:00,transportation,800,Expense
09/07/2017 00:00:00,transportation,120,Expense
09/08/2017 00:00:00,household,2180,Expense
09/08/2017 00:00:00,health,1250,Expense
09/08/2017 00:00:00,gpay reward,60,Expense
09/09/2017 00:00:00,health,450,Expense
09/10/2017 00:00:00,food,2800,Expense
09/10/2017 00:00:00,food,2300,Expense
09/10/2017 00:00:00,subscription,56400,Expense
09/11/2017 00:00:00,household,200,Expense
09/11/2017 00:00:00,household,670,Expense
09/11/2017 00:00:00,health,1000,Expense
09/11/2017 00:00:00,food,400,Expense
09/11/2017 00:00:00,food,700,Expense
09/11/2017 00:00:00,apparel,720,Expense
09/12/2017 00:00:00,food,850,Expense
09/13/2017 21:24:00,food,1100,Expense
09/14/2017 06:21:00,food,2820,Expense
09/14/2017 06:21:00,subscription,1000,Expense
09/15/2017 09:56:00,food,660,Expense
09/15/2017 09:56:00,food,500,Expense
09/15/2017 09:56:00,food,240,Expense
09/15/2017 11:46:00,transportation,14000,Expense
09/15/2017 11:47:00,health,1500,Expense
09/15/2017 11:48:00,health,3730,Expense
09/15/2017 11:48:00,food,550,Expense
09/15/2017 13:32:00,food,1300,Expense
09/15/2017 22:32:00,food,600,Expense
09/17/2017 10:50:00,food,990,Expense
09/17/2017 10:50:00,food,350,Expense
09/17/2017 10:50:00,household,5580,Expense
09/17/2017 12:45:00,health,1510,Expense
09/17/2017 21:47:00,household,1140,Expense
09/18/2017 10:22:00,food,550,Expense
09/18/2017 10:22:00,food,600,Expense
09/18/2017 20:35:00,health,550,Expense
09/20/2017 14:01:00,family,200,Expense
09/20/2017 14:01:00,other,1000,Expense
09/20/2017 19:14:00,health,200,Expense
09/21/2017 07:52:00,family,700,Expense
09/21/2017 08:05:00,transportation,300,Expense
09/21/2017 12:45:00,food,100,Expense
09/21/2017 12:45:00,food,150,Expense
09/21/2017 15:06:00,transportation,150,Expense
09/21/2017 15:07:00,other,100,Expense
09/22/2017 00:00:00,equity mutual fund c,10000,Expense
09/23/2017 21:04:00,food,1000,Expense
09/24/2017 11:36:00,beauty,1000,Expense
09/24/2017 11:36:00,food,2800,Expense
09/24/2017 15:58:00,culture,5600,Expense
09/24/2017 21:05:00,transportation,100,Expense
09/24/2017 21:05:00,transportation,300,Expense
09/25/2017 17:56:00,food,3000,Expense
09/25/2017 17:57:00,food,300,Expense
09/27/2017 15:53:00,gift,3340,Expense
09/27/2017 15:55:00,gpay reward,60,Expense
09/27/2017 20:17:00,household,3120,Expense
09/28/2017 16:58:00,transportation,23880,Expense
09/28/2017 18:32:00,subscription,2150,Expense
09/29/2017 21:52:00,health,210,Expense
09/29/2017 21:53:00,food,100,Expense
09/29/2017 21:53:00,food,250,Expense
09/29/2017 21:53:00,apparel,600,Expense
09/30/2017 07:40:00,interest,7780,Expense
09/30/2017 10:12:00,salary,615780,Expense
09/30/2017 17:03:00,household,6000,Expense
09/30/2017 20:22:00,food,300,Expense
09/30/2017 20:23:00,food,1350,Expense
09/30/2017 20:24:00,household,1550,Expense
09/30/2017 20:24:00,health,590,Expense
10/01/2017 00:00:00,equity mutual fund f,10000,Expense
10/01/2017 00:00:00,food,1600,Expense
10/01/2017 00:00:00,recurring deposit,10000,Expense
10/02/2017 00:00:00,recurring deposit,10000,Expense
10/02/2017 00:00:00,equity mutual fund f,10000,Expense
10/03/2017 00:00:00,transportation,159998,Expense
10/03/2017 00:00:00,equity mutual fund f,10000,Expense
10/03/2017 00:00:00,recurring deposit,10000,Expense
10/03/2017 00:00:00,food,720,Expense
10/03/2017 00:00:00,food,620,Expense
10/03/2017 00:00:00,subscription,2960,Expense
10/04/2017 00:00:00,food,200,Expense
10/04/2017 00:00:00,equity mutual fund f,10000,Expense
10/04/2017 00:00:00,recurring deposit,10000,Expense
10/05/2017 00:00:00,equity mutual fund f,10000,Expense
10/05/2017 00:00:00,education,240,Expense
10/05/2017 00:00:00,food,200,Expense
10/05/2017 00:00:00,food,1250,Expense
10/05/2017 00:00:00,food,450,Expense
10/05/2017 00:00:00,food,340,Expense
10/05/2017 00:00:00,recurring deposit,10000,Expense
10/05/2017 00:00:00,education,1000,Expense
10/05/2017 00:00:00,education,120,Expense
10/06/2017 00:00:00,transportation,5010,Expense
10/06/2017 00:00:00,equity mutual fund f,10000,Expense
10/06/2017 00:00:00,recurring deposit,10000,Expense
10/06/2017 00:00:00,subscription,1700,Expense
10/06/2017 00:00:00,health,3860,Expense
10/07/2017 00:00:00,food,500,Expense
10/07/2017 00:00:00,equity mutual fund f,10000,Expense
10/08/2017 00:00:00,household,760,Expense
10/08/2017 00:00:00,food,660,Expense
10/08/2017 00:00:00,gpay reward,30,Expense
10/08/2017 00:00:00,equity mutual fund f,10000,Expense
10/09/2017 00:00:00,household,5140,Expense
10/09/2017 00:00:00,equity mutual fund f,10000,Expense
10/10/2017 00:00:00,household,140,Expense
10/10/2017 00:00:00,equity mutual fund f,10000,Expense
10/10/2017 00:00:00,share market,1500000,Expense
10/11/2017 00:00:00,equity mutual fund f,10000,Expense
10/12/2017 00:00:00,food,650,Expense
10/12/2017 00:00:00,food,250,Expense
10/12/2017 00:00:00,food,3100,Expense
10/12/2017 00:00:00,food,900,Expense
10/13/2017 12:33:00,family,700,Expense
10/17/2017 13:18:00,petty cash,30000,Expense
10/18/2017 19:16:00,transportation,12310,Expense
10/18/2017 19:24:00,transportation,13330,Expense
10/19/2017 21:44:00,food,250,Expense
10/20/2017 19:54:00,festivals,200,Expense
10/20/2017 23:03:00,gift,2000,Expense
10/21/2017 13:43:00,maid,20000,Expense
10/21/2017 19:30:00,food,330,Expense
10/21/2017 21:32:00,other,18880,Expense
10/22/2017 00:00:00,equity mutual fund c,10000,Expense
10/22/2017 18:35:00,transportation,500,Expense
10/23/2017 04:23:00,subscription,1910,Expense
10/23/2017 09:02:00,household,500,Expense
10/23/2017 11:03:00,household,270,Expense
10/23/2017 18:54:00,household,990,Expense
10/23/2017 18:57:00,festivals,2000,Expense
10/23/2017 19:00:00,apparel,2200,Expense
10/23/2017 21:28:00,household,90,Expense
10/24/2017 10:58:00,food,100,Expense
10/24/2017 18:27:00,subscription,2960,Expense
10/25/2017 21:51:00,petty cash,30000,Expense
10/26/2017 13:01:00,festivals,5000,Expense
10/26/2017 16:34:00,festivals,100,Expense
10/26/2017 19:23:00,festivals,500,Expense
10/26/2017 19:24:00,transportation,500,Expense
10/27/2017 12:55:00,transportation,400,Expense
10/29/2017 21:54:00,subscription,79549,Expense
10/29/2017 22:24:00,subscription,2960,Expense
10/29/2017 22:56:00,subscription,2960,Expense
11/01/2017 00:00:00,health,900,Expense
11/01/2017 00:00:00,food,450,Expense
11/02/2017 00:00:00,other,750,Expense
11/02/2017 00:00:00,food,100,Expense
11/02/2017 00:00:00,family,10000,Expense
11/03/2017 00:00:00,food,2000,Expense
11/03/2017 00:00:00,food,600,Expense
11/03/2017 00:00:00,transportation,200,Expense
11/03/2017 00:00:00,transportation,300,Expense
11/05/2017 00:00:00,food,2330,Expense
11/05/2017 00:00:00,subscription,2300,Expense
11/05/2017 00:00:00,food,100,Expense
11/05/2017 00:00:00,beauty,3180,Expense
11/06/2017 00:00:00,beauty,1000,Expense
11/06/2017 00:00:00,food,640,Expense
11/07/2017 00:00:00,family,15000,Expense
11/07/2017 00:00:00,food,150,Expense
11/07/2017 00:00:00,family,50000,Expense
11/07/2017 00:00:00,other,200000,Expense
11/07/2017 00:00:00,education,100,Expense
11/08/2017 00:00:00,gift,5000,Expense
11/08/2017 00:00:00,transportation,600,Expense
11/08/2017 00:00:00,transportation,1000,Expense
11/08/2017 00:00:00,transportation,3300,Expense
11/08/2017 00:00:00,transportation,4700,Expense
11/09/2017 00:00:00,gpay reward,60,Expense
11/09/2017 00:00:00,transportation,600,Expense
11/09/2017 00:00:00,transportation,25980,Expense
11/09/2017 00:00:00,family,25000,Expense
11/09/2017 00:00:00,food,2850,Expense
11/09/2017 00:00:00,transportation,1000,Expense
11/09/2017 00:00:00,transportation,300,Expense
11/09/2017 00:00:00,food,930,Expense
11/10/2017 00:00:00,equity mutual fund d,100000,Expense
11/10/2017 00:00:00,transportation,6586,Expense
11/11/2017 00:00:00,food,260,Expense
11/11/2017 00:00:00,food,390,Expense
11/13/2017 20:16:00,food,600,Expense
11/13/2017 20:17:00,household,2680,Expense
11/13/2017 20:17:00,food,500,Expense
11/13/2017 20:18:00,food,700,Expense
11/13/2017 20:18:00,household,1800,Expense
11/14/2017 20:19:00,food,1600,Expense
11/14/2017 22:08:00,family,7700,Expense
11/14/2017 22:09:00,food,1250,Expense
11/15/2017 20:43:00,household,950,Expense
11/15/2017 20:46:00,food,250,Expense
11/15/2017 20:46:00,education,450,Expense
11/15/2017 20:47:00,household,2090,Expense
11/15/2017 20:48:00,food,5240,Expense
11/16/2017 05:55:00,food,700,Expense
11/17/2017 13:37:00,food,280,Expense
11/17/2017 22:25:00,household,800,Expense
11/17/2017 22:26:00,food,1050,Expense
11/18/2017 08:04:00,food,1040,Expense
11/18/2017 11:06:00,self-development,9500,Expense
11/18/2017 15:03:00,subscription,1470,Expense
11/18/2017 20:32:00,food,390,Expense
11/18/2017 22:20:00,household,2420,Expense
11/19/2017 13:58:00,culture,4360,Expense
11/19/2017 20:22:00,transportation,300,Expense
11/19/2017 20:22:00,transportation,200,Expense
11/19/2017 20:23:00,transportation,300,Expense
11/19/2017 20:23:00,food,200,Expense
11/20/2017 18:39:00,scrap,2000,Expense
11/20/2017 18:39:00,food,700,Expense
11/22/2017 00:00:00,life insurance,110430,Expense
11/22/2017 00:00:00,equity mutual fund c,10000,Expense
11/23/2017 06:16:00,food,690,Expense
11/23/2017 12:22:00,food,230,Expense
11/23/2017 12:22:00,food,170,Expense
11/23/2017 12:22:00,food,210,Expense
11/24/2017 12:22:00,culture,3140,Expense
11/25/2017 08:35:00,food,100,Expense
11/25/2017 09:29:00,apparel,900,Expense
11/25/2017 09:29:00,food,690,Expense
11/25/2017 10:25:00,subscription,1560,Expense
11/26/2017 16:59:00,transportation,100,Expense
11/26/2017 17:25:00,health,4000,Expense
11/26/2017 17:29:00,transportation,400,Expense
11/26/2017 20:30:00,health,1590,Expense
11/26/2017 20:30:00,transportation,400,Expense
11/26/2017 22:26:00,gpay reward,80,Expense
11/27/2017 13:38:00,apparel,26990,Expense
11/27/2017 13:38:00,transportation,50,Expense
11/27/2017 13:39:00,transportation,300,Expense
11/27/2017 16:07:00,transportation,300,Expense
11/27/2017 21:05:00,gpay reward,70,Expense
11/27/2017 21:05:00,health,10000,Expense
11/28/2017 08:30:00,food,690,Expense
11/28/2017 17:35:00,food,900,Expense
11/28/2017 17:35:00,food,420,Expense
11/28/2017 17:35:00,food,180,Expense
11/28/2017 17:35:00,household,1150,Expense
11/28/2017 17:35:00,food,1400,Expense
11/30/2017 08:15:00,salary,646360,Expense
11/30/2017 08:55:00,family,500,Expense
11/30/2017 16:17:00,saving bank account 2,7733,Expense
11/30/2017 16:56:00,money transfer,100000,Expense
11/30/2017 20:20:00,health,8000,Expense
11/30/2017 20:20:00,health,220,Expense
11/30/2017 20:20:00,health,227000,Expense
12/02/2017 00:00:00,other,8500,Expense
12/03/2017 00:00:00,culture,4400,Expense
12/03/2017 00:00:00,transportation,400,Expense
12/03/2017 00:00:00,food,1300,Expense
12/03/2017 00:00:00,food,400,Expense
12/03/2017 00:00:00,transportation,300,Expense
12/04/2017 00:00:00,food,1250,Expense
12/05/2017 00:00:00,food,100,Expense
12/05/2017 00:00:00,family,50000,Expense
12/05/2017 00:00:00,food,200,Expense
12/07/2017 00:00:00,gpay reward,60,Expense
12/07/2017 00:00:00,equity mutual fund b,1000000,Expense
12/07/2017 00:00:00,gift,5000,Expense
12/07/2017 00:00:00,food,640,Expense
12/08/2017 00:00:00,transportation,16650,Expense
12/08/2017 00:00:00,festivals,8000,Expense
12/09/2017 00:00:00,gpay reward,50,Expense
12/09/2017 00:00:00,food,660,Expense
12/11/2017 00:00:00,food,120,Expense
12/11/2017 00:00:00,household,1300,Expense
12/11/2017 00:00:00,household,1200,Expense
12/11/2017 00:00:00,other,36900,Expense
12/11/2017 00:00:00,food,15250,Expense
12/11/2017 00:00:00,transportation,340,Expense
12/11/2017 00:00:00,transportation,400,Expense
12/11/2017 00:00:00,transportation,300,Expense
12/12/2017 00:00:00,equity mutual fund f,10000,Expense
12/12/2017 00:00:00,food,800,Expense
12/12/2017 00:00:00,food,1000,Expense
12/12/2017 00:00:00,food,400,Expense
12/13/2017 07:31:00,food,690,Expense
12/13/2017 17:42:00,family,200,Expense
12/13/2017 22:00:00,apparel,980,Expense
12/14/2017 20:17:00,petty cash,30000,Expense
12/14/2017 20:17:00,food,1450,Expense
12/15/2017 07:24:00,food,150,Expense
12/15/2017 07:24:00,other,100,Expense
12/16/2017 07:24:00,food,690,Expense
12/17/2017 16:28:00,transportation,150,Expense
12/17/2017 16:28:00,transportation,200,Expense
12/17/2017 17:48:00,transportation,250,Expense
12/17/2017 17:49:00,food,200,Expense
12/17/2017 22:26:00,household,8780,Expense
12/17/2017 22:27:00,transportation,300,Expense
12/17/2017 22:28:00,food,5050,Expense
12/18/2017 06:00:00,apparel,3120,Expense
12/19/2017 06:38:00,food,690,Expense
12/19/2017 17:53:00,saving bank account 1,10896,Expense
12/19/2017 17:53:00,transportation,100,Expense
12/19/2017 18:57:00,food,450,Expense
12/19/2017 20:25:00,family,5000,Expense
12/19/2017 20:59:00,gpay reward,60,Expense
12/20/2017 10:31:00,subscription,284000,Expense
12/20/2017 10:31:00,food,950,Expense
12/21/2017 14:34:00,food,700,Expense
12/21/2017 14:34:00,food,650,Expense
12/21/2017 20:45:00,food,150,Expense
12/21/2017 20:45:00,household,1180,Expense
12/22/2017 00:00:00,equity mutual fund c,10000,Expense
12/22/2017 14:42:00,food,3800,Expense
12/23/2017 11:06:00,gift,7980,Expense
12/24/2017 08:06:00,food,350,Expense
12/24/2017 19:27:00,household,1000,Expense
12/24/2017 19:28:00,food,250,Expense
12/24/2017 19:28:00,gift,13640,Expense
12/24/2017 21:24:00,transportation,300,Expense
12/25/2017 05:48:00,transportation,800,Expense
12/25/2017 11:53:00,subscription,1810,Expense
12/25/2017 17:43:00,subscription,1560,Expense
12/26/2017 19:35:00,subscription,17490,Expense
12/26/2017 21:50:00,saving bank account 1,1500000,Expense
12/26/2017 21:55:00,fixed deposit,2500000,Expense
12/27/2017 18:43:00,food,700,Expense
12/28/2017 18:27:00,food,100,Expense
12/29/2017 13:00:00,subscription,1810,Expense
12/29/2017 18:22:00,food,50,Expense
12/29/2017 18:22:00,household,1820,Expense
12/29/2017 18:22:00,food,300,Expense
12/29/2017 21:36:00,family,4500,Expense
12/30/2017 10:51:00,food,250,Expense
12/31/2017 07:21:00,interest,5940,Expense
12/31/2017 08:15:00,salary,646230,Expense
12/31/2017 13:25:00,food,300,Expense
01/01/2018 00:00:00,food,150,Expense
01/01/2018 00:00:00,household,5990,Expense
01/01/2018 00:00:00,food,690,Expense
01/01/2018 00:00:00,money transfer,300000,Expense
01/01/2018 00:00:00,maid,20000,Expense
01/01/2018 00:00:00,saving bank account 1,20000,Expense
01/01/2018 00:00:00,public provident fund,100000,Expense
01/01/2018 00:00:00,subscription,4820,Expense
01/01/2018 00:00:00,shopping,1111,Expense
01/01/2018 00:00:00,allowance,30000,Income
01/02/2018 00:00:00,food,300,Expense
01/02/2018 00:00:00,food,150,Expense
01/02/2018 00:00:00,share market,500000,Expense
01/02/2018 00:00:00,saving bank account 1,20000,Expense
01/02/2018 00:00:00,maid,20000,Expense
01/02/2018 00:00:00,money transfer,100000,Expense
01/02/2018 00:00:00,mortgage & rent,124744,Expense
01/02/2018 00:00:00,restaurants,2422,Expense
01/02/2018 00:00:00,public provident fund,100000,Expense
01/03/2018 00:00:00,public provident fund,100000,Expense
01/03/2018 00:00:00,saving bank account 1,20000,Expense
01/03/2018 00:00:00,money transfer,100000,Expense
01/03/2018 00:00:00,food,360,Expense
01/03/2018 00:00:00,food,1890,Expense
01/03/2018 00:00:00,credit card payment,229809,Expense
01/04/2018 00:00:00,interest,3450,Expense
01/04/2018 00:00:00,other,2478,Expense
01/04/2018 00:00:00,interest,34515,Expense
01/04/2018 00:00:00,food,720,Expense
01/04/2018 00:00:00,money transfer,100059,Expense
01/04/2018 00:00:00,other,59,Expense
01/04/2018 00:00:00,movies & dvds,1176,Expense
01/05/2018 00:00:00,restaurants,2585,Expense
01/05/2018 00:00:00,food,720,Expense
01/05/2018 00:00:00,health,430,Expense
01/05/2018 00:00:00,health,1220,Expense
01/05/2018 00:00:00,family,2600,Expense
01/05/2018 00:00:00,public provident fund,125000,Expense
01/05/2018 00:00:00,saving bank account 1,20000,Expense
01/05/2018 00:00:00,money transfer,100000,Expense
01/06/2018 00:00:00,home improvement,1845,Expense
01/06/2018 00:00:00,saving bank account 1,20000,Expense
01/06/2018 00:00:00,public provident fund,125000,Expense
01/07/2018 00:00:00,money transfer,100000,Expense
01/07/2018 00:00:00,public provident fund,125000,Expense
01/07/2018 00:00:00,food,720,Expense
01/07/2018 00:00:00,transportation,18900,Expense
01/07/2018 00:00:00,apparel,4300,Expense
01/07/2018 00:00:00,food,150,Expense
01/07/2018 00:00:00,culture,4610,Expense
01/07/2018 00:00:00,apparel,980,Expense
01/08/2018 00:00:00,home improvement,1538,Expense
01/08/2018 00:00:00,public provident fund,125000,Expense
01/08/2018 00:00:00,saving bank account 1,20000,Expense
01/08/2018 00:00:00,family,400,Expense
01/08/2018 00:00:00,utilities,450,Expense
01/09/2018 00:00:00,public provident fund,125000,Expense
01/09/2018 00:00:00,music,1069,Expense
01/09/2018 00:00:00,saving bank account 1,20000,Expense
01/10/2018 00:00:00,mobile phone,8946,Expense
01/11/2018 00:00:00,gas & fuel,3487,Expense
01/11/2018 00:00:00,groceries,4354,Expense
